date,SPY,IEF,HYG,BIL,XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
2006-01-27,88.26438903808594,48.45976257324219,,,,12.957982063293457,13.711690902709961,15.577777862548828,17.416522979736328,22.72373390197754,21.396440505981445,10.113849639892578,,8.365459442138672,7.998652458190918
2006-01-30,88.19573974609375,48.35513687133789,,,,12.92697525024414,13.659247398376465,15.935251235961914,17.362382888793945,22.61817169189453,21.443811416625977,10.142656326293945,,8.392428398132324,7.944321155548096
2006-01-31,87.55023956298828,48.424827575683594,,,,12.880462646484375,13.5951509475708,15.855513572692871,17.29741859436035,22.611129760742188,21.322004318237305,10.158658981323242,,8.323070526123047,7.939379692077637
2006-02-01,88.16141510009766,48.27562713623047,,,,12.923099517822266,13.630119323730469,15.47878646850586,17.286584854125977,22.75187873840332,21.504711151123047,10.187463760375977,,8.373165130615234,7.961610317230225
2006-02-02,87.13825225830078,48.27562713623047,,,,12.9075927734375,13.62429428100586,15.324790000915527,17.16748046875,22.56890869140625,21.322004318237305,10.03703784942627,,8.257570266723633,7.857891082763672
2006-02-03,86.70565032958984,48.42136764526367,,,,12.845576286315918,13.536870002746582,15.184551239013672,17.09709930419922,22.526691436767578,21.274641036987305,9.947418212890625,,8.199764251708984,7.818379878997803
2006-02-06,86.9322280883789,48.35139465332031,,,,12.841696739196777,13.507741928100586,15.481536865234375,17.145822525024414,22.322603225708008,21.349069595336914,10.126657485961914,,8.176650047302246,7.865296363830566
2006-02-07,86.16316986083984,48.293128967285156,,,,12.764181137084961,13.443635940551758,14.835323333740234,17.03213119506836,22.28742218017578,21.193431854248047,9.861002922058105,,8.153526306152344,7.818379878997803
2006-02-08,86.94601440429688,48.26395034790039,,,,12.853325843811035,13.501908302307129,14.838068008422852,17.14040756225586,22.575952529907227,21.294931411743164,9.877007484436035,,8.311511039733887,7.815911293029785
2006-02-09,86.80176544189453,48.31061553955078,,,,12.849449157714844,13.542699813842773,14.499844551086426,17.1837158203125,22.597063064575195,21.416744232177734,9.909015655517578,,8.272982597351074,7.843071937561035
2006-02-10,86.95974731445312,48.17068862915039,,,,12.89596939086914,13.525219917297363,14.44759750366211,17.281173706054688,22.54780387878418,21.5588436126709,9.889810562133789,,8.338484764099121,7.848015785217285
2006-02-13,86.80176544189453,48.17068862915039,,,,12.86495590209961,13.507741928100586,14.389847755432129,17.216205596923828,22.519651412963867,21.585914611816406,9.790595054626465,,8.261418342590332,7.838134765625
2006-02-14,87.72193145751953,48.100685119628906,,,,13.008377075195312,13.676732063293457,14.227612495422363,17.421934127807617,22.737812042236328,21.843046188354492,10.053038597106934,,8.373165130615234,7.830726623535156
2006-02-15,88.03091430664062,48.18818283081055,,,,13.066515922546387,13.764139175415039,14.150611877441406,17.524803161621094,22.871517181396484,21.903955459594727,10.008233070373535,,8.419404983520508,7.843071937561035
2006-02-16,88.69013214111328,48.16482162475586,,,,13.10915470123291,13.828238487243652,14.475092887878418,17.627668380737305,23.019298553466797,21.964847564697266,10.139456748962402,,8.496471405029297,7.904811859130859
2006-02-17,88.44979095458984,48.32806396484375,,,,13.03162670135498,13.76996898651123,14.576834678649902,17.55728530883789,23.005233764648438,22.01897430419922,10.129858016967773,,8.45023250579834,7.976422309875488
2006-02-21,88.23005676269531,48.26980972290039,,,,12.961857795715332,13.752484321594238,14.862824440002441,17.503154754638672,22.885602951049805,21.93100929260254,10.133056640625,,8.357755661010742,7.988772869110107
2006-02-22,88.7656478881836,48.450504302978516,,,,13.058760643005371,13.86320686340332,14.585087776184082,17.833393096923828,23.08264923095703,22.161081314086914,10.174661636352539,,8.400136947631836,8.018406867980957
2006-02-23,88.63516235351562,48.333927154541016,,,,12.988981246948242,13.869029998779297,14.568584442138672,17.768421173095703,22.998188018798828,22.08664321899414,10.123452186584473,,8.357755661010742,8.008527755737305
2006-02-24,88.86180877685547,48.27562713623047,,,,12.965738296508789,13.799102783203125,14.747319221496582,17.806318283081055,22.998188018798828,22.100189208984375,10.152257919311523,,8.361601829528809,8.033224105834961
2006-02-27,88.89615631103516,48.18233108520508,,,,13.08202075958252,13.898170471191406,14.491589546203613,17.838804244995117,23.174131393432617,22.242286682128906,10.069040298461914,,8.438673973083496,8.097430229187012
2006-02-28,88.05152130126953,48.37477493286133,,,,12.97348690032959,13.711690902709961,14.392593383789062,17.66556739807129,22.871517181396484,21.985143661499023,9.941021919250488,,8.342334747314453,8.043103218078613
2006-03-01,88.83432006835938,48.27939987182617,,,,13.070393562316895,13.764139175415039,14.637337684631348,17.75760269165039,22.892635345458984,22.161081314086914,10.094650268554688,,8.50802993774414,8.020874977111816
2006-03-02,88.82748413085938,48.086334228515625,,,,12.985115051269531,13.688389778137207,14.882063865661621,17.649320602416992,22.850406646728516,22.100189208984375,10.1554594039917,,8.527295112609863,8.015934944152832
2006-03-03,88.41546630859375,47.96937561035156,,,,12.977362632751465,13.723350524902344,14.8848237991333,17.606006622314453,22.772998809814453,22.154314041137695,10.158658981323242,,8.47720718383789,7.976422309875488
2006-03-06,88.01031494140625,47.817317962646484,,,,12.89596939086914,13.676732063293457,14.367851257324219,17.551862716674805,22.65336036682129,22.039278030395508,10.02103328704834,,8.442524909973145,7.848015785217285
2006-03-07,87.87298583984375,47.840721130371094,,,,12.837820053100586,13.76996898651123,14.156111717224121,17.61142921447754,22.6603946685791,22.052812576293945,9.925013542175293,,8.388577461242676,7.810972213745117
2006-03-08,88.05839538574219,47.864105224609375,,,,12.861075401306152,13.921483039855957,14.156111717224121,17.622251510620117,22.81521987915039,22.025745391845703,9.864197731018066,,8.380870819091797,7.803561687469482
2006-03-09,87.46784210205078,47.91089630126953,,,,12.810688018798828,13.944787979125977,14.054365158081055,17.51396942138672,22.737812042236328,21.99867820739746,9.845000267028809,,8.330779075622559,7.781337738037109
2006-03-10,88.29872131347656,47.817317962646484,,,,12.930849075317383,14.072980880737305,14.131367683410645,17.670970916748047,22.822261810302734,22.22874641418457,10.02103328704834,,8.369315147399902,7.830726623535156
2006-03-13,88.46353912353516,47.77635192871094,,,,12.92697525024414,14.084646224975586,14.409097671508789,17.67638397216797,22.808189392089844,22.215208053588867,10.04343318939209,,8.400136947631836,7.84060525894165
2006-03-14,89.39051818847656,48.051246643066406,,,,13.066515922546387,14.0496826171875,14.67583179473877,17.88211441040039,22.970035552978516,22.42498016357422,10.229071617126465,,8.496471405029297,7.924567699432373
2006-03-15,89.78878784179688,47.9635009765625,,,,13.140165328979492,13.997238159179688,14.752823829650879,17.903772354125977,23.047452926635742,22.76331901550293,10.35069465637207,,8.54655933380127,7.976422309875488
2006-03-16,89.97418975830078,48.267669677734375,,,,13.167296409606934,14.043853759765625,14.98655891418457,17.963333129882812,23.047452926635742,22.77685546875,10.36669635772705,,8.492618560791016,8.018406867980957
2006-03-17,90.04935455322266,48.168243408203125,,,,13.1893892288208,14.035653114318848,14.796531677246094,18.016117095947266,23.10181999206543,22.95073699951172,10.353185653686523,,8.519588470458984,7.998996734619141
2006-03-20,89.90453338623047,48.26182556152344,,,,13.158380508422852,14.117664337158203,14.468338966369629,18.027009963989258,23.144189834594727,22.90997314453125,10.33067512512207,,8.535006523132324,7.882066249847412
2006-03-21,89.33927154541016,48.06298828125,,,,13.084716796875,14.023932456970215,14.44351577758789,17.847387313842773,23.00296974182129,22.821680068969727,10.179511070251465,,8.500321388244629,7.822354316711426
2006-03-22,89.88390350341797,48.121456146240234,,,,13.12736701965332,14.152809143066406,14.540050506591797,17.988910675048828,23.235965728759766,22.991487503051758,10.28564453125,,8.504175186157227,7.859673023223877
2006-03-23,89.69775390625,47.998592376708984,,,,13.11960506439209,14.047369003295898,14.755172729492188,17.90181541442871,23.108875274658203,22.896394729614258,10.314593315124512,,8.484909057617188,7.84971809387207
2006-03-24,89.76667022705078,48.20915603637695,,,,13.100224494934082,14.047369003295898,14.854456901550293,17.896377563476562,23.073577880859375,22.87602424621582,10.308158874511719,,8.511883735656738,7.834788799285889
2006-03-27,89.63571166992188,48.1038932800293,,,,13.096349716186523,14.000495910644531,14.93167781829834,17.88549041748047,22.897069931030273,22.896394729614258,10.378917694091797,,8.523445129394531,7.782545566558838
2006-03-28,89.08415985107422,47.86996078491211,,,,13.026562690734863,13.889204025268555,15.047514915466309,17.73853302001953,22.68524742126465,22.73338508605957,10.292078971862793,,8.427108764648438,7.750199794769287
2006-03-29,89.642578125,47.823143005371094,,,,13.142874717712402,13.988784790039062,15.22402572631836,17.820178985595703,22.748798370361328,22.96432113647461,10.46575927734375,,8.554266929626465,7.797470569610596
2006-03-30,89.48406982421875,47.68272399902344,,,,13.088590621948242,13.877490043640137,15.215744018554688,17.711315155029297,22.706432342529297,22.96432113647461,10.504352569580078,,8.581238746643066,7.727806568145752
2006-03-31,89.50469207763672,47.71782684326172,,,,13.049821853637695,13.824763298034668,15.00338077545166,17.716764450073242,22.579349517822266,22.957529067993164,10.404650688171387,,8.531149864196777,7.6705851554870605
2006-04-03,89.43577575683594,47.66501998901367,,,,13.00329875946045,13.871627807617188,15.086130142211914,17.743980407714844,22.56522560119629,23.039031982421875,10.533302307128906,,8.581238746643066,7.680535316467285
2006-04-04,90.00796508789062,47.67091369628906,,,,13.076959609985352,13.85991382598877,15.28469467163086,17.93447494506836,22.59346580505371,23.195249557495117,10.54937744140625,,8.612072944641113,7.762639045715332
2006-04-05,90.3182144165039,47.78239440917969,,,,13.162257194519043,13.889204025268555,15.535683631896973,17.967140197753906,22.522859573364258,23.20883560180664,10.694113731384277,,8.685282707214355,7.837279796600342
2006-04-06,90.2216796875,47.647438049316406,,,,13.1893892288208,13.836480140686035,15.568771362304688,17.90181541442871,22.353418350219727,23.17487907409668,10.71662425994873,,8.677573204040527,7.740243911743164
2006-04-07,89.30479431152344,47.430320739746094,,,,13.13123893737793,13.713458061218262,15.265388488769531,17.733091354370117,22.085105895996094,23.059410095214844,10.552603721618652,,8.577388763427734,7.630773067474365
2006-04-10,89.44266510009766,47.489017486572266,,,,13.111854553222656,13.731036186218262,15.554975509643555,17.765745162963867,22.04275131225586,22.977909088134766,10.54937744140625,,8.565829277038574,7.628283977508545
2006-04-11,88.68433380126953,47.57704544067383,,,,13.00717544555664,13.602163314819336,15.444666862487793,17.61334800720215,21.802692413330078,22.937150955200195,10.47219181060791,,8.488762855529785,7.541204452514648
2006-04-12,88.84980010986328,47.465553283691406,,,,12.995550155639648,13.649022102355957,15.342607498168945,17.651447296142578,21.95096778869629,23.0933780670166,10.542946815490723,,8.504175186157227,7.558621406555176
2006-04-13,88.73261260986328,47.21322250366211,,,,13.026562690734863,13.625596046447754,15.392268180847168,17.678661346435547,21.901535034179688,22.998287200927734,10.597624778747559,,8.515737533569336,7.523787021636963
2006-04-17,88.69811248779297,47.395111083984375,,,,12.960651397705078,13.549446105957031,15.676336288452148,17.662321090698242,21.77445411682129,22.882810592651367,10.690901756286621,,8.423258781433105,7.516321659088135
2006-04-18,90.10449981689453,47.54770278930664,,,,13.150622367858887,13.678314208984375,16.059694290161133,17.988910675048828,21.97921371459961,23.432987213134766,10.983580589294434,,8.592799186706543,7.6606340408325195
2006-04-19,90.27682495117188,47.412742614746094,,,,13.104101181030273,13.69589900970459,16.307907104492188,18.010679244995117,21.85211753845215,23.582412719726562,11.057558059692383,,8.585098266601562,7.685510158538818
2006-04-20,90.40094757080078,47.37165451049805,,,,13.154501914978027,13.719320297241211,16.139677047729492,18.048782348632812,22.049814224243164,23.670711517333984,10.954631805419922,,8.592799186706543,7.740243911743164
2006-04-21,90.41471099853516,47.47138214111328,,,,13.053701400756836,13.719320297241211,16.47614288330078,18.027009963989258,22.000389099121094,23.697864532470703,11.063985824584961,,8.500321388244629,7.775079250335693
2006-04-24,90.24928283691406,47.53009033203125,,,,13.049821853637695,13.777901649475098,16.22516632080078,18.032442092895508,21.91565704345703,23.779376983642578,11.025392532348633,,8.488762855529785,7.847230434417725
2006-04-25,89.8769760131836,47.23080825805664,,,,13.030440330505371,13.777901649475098,16.015562057495117,17.923593521118164,21.78151512145996,23.500900268554688,10.948201179504395,,8.484909057617188,7.7352705001831055
2006-04-26,89.89767456054688,47.20735168457031,,,,13.11960506439209,13.906773567199707,15.76182746887207,18.027009963989258,21.78151512145996,23.629945755004883,10.94498348236084,,8.515737533569336,7.658143520355225
2006-04-27,90.33202362060547,47.336429595947266,,,,13.224287033081055,13.924347877502441,15.582563400268555,18.31004524230957,21.66148567199707,23.500900268554688,10.726278305053711,,8.600505828857422,7.760149002075195
2006-04-28,90.63533020019531,47.41857147216797,,,,13.216529846191406,13.959494590759277,15.759074211120605,18.48421287536621,21.880359649658203,23.453353881835938,10.77452278137207,,8.419404983520508,7.79249382019043
2006-05-01,89.89767456054688,47.16184616088867,,,,13.142874717712402,13.95363712310791,16.01832389831543,18.195737838745117,21.689714431762695,23.514482498168945,10.8452787399292,,8.35004711151123,7.72034215927124
2006-05-02,90.57330322265625,47.23836898803711,,,,13.154501914978027,14.035653114318848,16.37409782409668,18.31004524230957,21.689714431762695,23.704669952392578,10.951416969299316,,8.388577461242676,7.844742774963379
2006-05-03,90.23548889160156,47.1735954284668,,,,13.1893892288208,13.94192123413086,16.1203670501709,18.293710708618164,21.449668884277344,23.711450576782227,10.954631805419922,,8.369315147399902,7.819864273071289
2006-05-04,90.55950164794922,47.14413070678711,,,,13.263054847717285,13.965357780456543,16.04590606689453,18.331815719604492,21.5202693939209,23.996728897094727,11.063985824584961,,8.400136947631836,7.829810619354248
2006-05-05,91.35918426513672,47.25605773925781,,,,13.418134689331055,14.09423542022705,16.23344612121582,18.593080520629883,21.732084274291992,24.234458923339844,11.141175270080566,,8.446382522583008,8.006464958190918
2006-05-08,91.24890899658203,47.27961349487305,,,,13.43751335144043,14.170387268066406,16.161733627319336,18.516876220703125,21.72503089904785,24.214082717895508,11.182990074157715,,8.457939147949219,7.9442644119262695
2006-05-09,91.42813873291016,47.26190185546875,,,,13.476289749145508,14.21138858795166,16.25826072692871,18.549537658691406,21.569692611694336,24.214082717895508,11.256962776184082,,8.423258781433105,7.877087593078613
2006-05-10,91.37989807128906,47.285484313964844,,,,13.484040260314941,14.152809143066406,16.40995979309082,18.5604190826416,21.54851722717285,24.22766876220703,11.260184288024902,,8.33463191986084,7.939289093017578
2006-05-11,90.27682495117188,47.20305252075195,,,,13.348344802856445,13.97707748413086,16.197593688964844,18.25560760498047,21.50615692138672,24.10541534423828,11.105794906616211,,8.16123104095459,7.86464786529541
2006-05-12,89.09796142578125,47.02632141113281,,,,13.216529846191406,13.86577033996582,15.648754119873047,18.070554733276367,21.45673370361328,23.725034713745117,10.867794036865234,,8.084165573120117,7.77756929397583
2006-05-15,89.27721405029297,47.12647247314453,,,,13.251425743103027,14.01807689666748,15.320549011230469,18.195737838745117,21.76033592224121,23.731830596923828,10.726278305053711,,8.091875076293945,7.827322959899902
2006-05-16,89.14620971679688,47.303138732910156,,,,13.158380508422852,14.070804595947266,15.375720024108887,18.17396354675293,21.816816329956055,23.725034713745117,10.729494094848633,,8.014806747436523,7.79249382019043
2006-05-17,87.45030212402344,47.167728424072266,,,,12.976162910461426,13.89506721496582,14.98408317565918,17.809288024902344,21.590879440307617,23.23600959777832,10.44002628326416,,7.906918525695801,7.673069000244141
2006-05-18,87.00910186767578,47.50340270996094,,,,12.968409538269043,13.824763298034668,14.802050590515137,17.651447296142578,21.49909210205078,23.045820236206055,10.33067512512207,,7.879947185516357,7.6705851554870605
2006-05-19,87.6226806640625,47.47397232055664,,,,13.05757999420166,13.836480140686035,14.898577690124512,17.743980407714844,21.379064559936523,23.120540618896484,10.37248706817627,,7.937741756439209,7.7352705001831055
2006-05-22,86.95391845703125,47.538753509521484,,,,12.964529991149902,13.877490043640137,14.81308364868164,17.700437545776367,21.287282943725586,23.072996139526367,10.147346496582031,,7.86838436126709,7.794981479644775
2006-05-23,86.29208374023438,47.521095275878906,,,,12.867606163024902,13.871627807617188,14.81584644317627,17.61334800720215,21.18844223022461,22.96432113647461,10.169861793518066,,7.810588359832764,7.685510158538818
2006-05-24,86.98152160644531,47.59170913696289,,,,12.886988639831543,13.97707748413086,14.633817672729492,17.624231338500977,21.251976013183594,22.90319061279297,10.124833106994629,,7.887653350830078,7.712874889373779
2006-05-25,88.05697631835938,47.51519775390625,,,,13.011059761047363,14.111807823181152,15.14680004119873,17.782081604003906,21.449668884277344,23.059410095214844,10.298515319824219,,7.960864067077637,7.785027027130127
2006-05-26,88.50508880615234,47.55641555786133,,,,13.053701400756836,14.111807823181152,15.196438789367676,17.92903709411621,21.569692611694336,23.188459396362305,10.47219181060791,,7.999399185180664,7.869624614715576
2006-05-30,86.9332504272461,47.51519775390625,,,,12.855977058410645,13.936067581176758,14.956501007080078,17.662321090698242,21.287282943725586,22.889616012573242,10.224536895751953,,7.841415882110596,7.790005683898926
2006-05-31,87.90526580810547,47.36796188354492,,,,12.995550155639648,13.988784790039062,15.320549011230469,17.78752326965332,21.42143440246582,23.0526123046875,10.340322494506836,,7.872238636016846,7.9193854331970215
2006-06-01,88.74637603759766,47.44712829589844,,,,13.197142601013184,14.064939498901367,15.36192798614502,17.994354248046875,21.72503089904785,23.29033851623535,10.452896118164062,,8.007104873657227,7.998996734619141
2006-06-02,88.93252563476562,47.81364059448242,,,,13.170011520385742,14.035653114318848,15.590832710266113,18.09777069091797,21.80975914001465,23.32431411743164,10.552603721618652,,7.980131149291992,8.096030235290527
2006-06-05,87.63645935058594,47.719078063964844,,,,12.960651397705078,13.836480140686035,15.099909782409668,17.803844451904297,21.47084617614746,22.821680068969727,10.237403869628906,,7.860680103302002,7.998996734619141
2006-06-06,87.42272186279297,47.76043701171875,,,,12.894745826721191,13.877490043640137,15.086130142211914,17.76030731201172,21.50615692138672,22.73338508605957,10.15056324005127,,7.860680103302002,8.013932228088379
2006-06-07,86.76782989501953,47.6954345703125,,,,12.898625373840332,13.871627807617188,14.506949424743652,17.820178985595703,21.605009078979492,22.482072830200195,9.91899299621582,,7.7527899742126465,7.984073162078857
2006-06-08,86.69194030761719,47.76043701171875,,,,12.879237174987793,13.918497085571289,14.711036682128906,17.852834701538086,21.64030647277832,22.495662689208984,9.886829376220703,,7.71425724029541,8.011442184448242
2006-06-09,86.41619110107422,47.87866973876953,,,,12.848223686218262,13.930206298828125,14.562106132507324,17.792959213256836,21.48497200012207,22.305479049682617,9.835369110107422,,7.683427333831787,8.07861614227295
2006-06-12,85.4786148071289,47.85498809814453,,,,12.677632331848145,13.848197937011719,14.264252662658691,17.597021102905273,21.266101837158203,22.027000427246094,9.680986404418945,,7.540859222412109,8.096030235290527
2006-06-13,84.48589324951172,47.91999053955078,,,,12.576831817626953,13.801334381103516,13.842281341552734,17.254114151000977,21.209611892700195,21.959077835083008,9.516955375671387,,7.548564434051514,7.998996734619141
2006-06-14,85.14083862304688,47.60082244873047,,,,12.634991645812988,13.85991382598877,14.198060989379883,17.150699615478516,21.244916915893555,22.149263381958008,9.642390251159668,,7.598654270172119,7.939289093017578
2006-06-15,86.94706726074219,47.494449615478516,,,,12.910253524780273,13.971214294433594,14.73862075805664,17.531700134277344,21.50615692138672,22.651885986328125,9.964016914367676,,7.791322231292725,8.061201095581055
2006-06-16,86.3134536743164,47.464900970458984,,,,12.879558563232422,13.987109184265137,14.699033737182617,17.42055892944336,21.4785213470459,22.64847183227539,9.904766082763672,,7.779760360717773,8.05593490600586
2006-06-19,85.63485717773438,47.41166305541992,,,,12.809625625610352,13.934110641479492,14.145398139953613,17.300113677978516,21.315532684326172,22.47142791748047,9.707250595092773,,7.74507999420166,7.945544242858887
2006-06-20,85.9256591796875,47.3762321472168,,,,12.76300048828125,14.03423023223877,14.078963279724121,17.34939193725586,21.23757553100586,22.444190979003906,9.749348640441895,,7.733521461486816,7.9656147956848145
2006-06-21,86.56271362304688,47.370330810546875,,,,12.88732624053955,14.087239265441895,14.39453411102295,17.491731643676758,21.343881607055664,22.709760665893555,9.985709190368652,,7.833708763122559,7.958084583282471
2006-06-22,86.181884765625,47.21661376953125,,,,12.786316871643066,14.063676834106445,14.455434799194336,17.42603874206543,21.223407745361328,22.57356071472168,9.933904647827148,,7.741228103637695,7.930489540100098
2006-06-23,86.16804504394531,47.17521667480469,,,,12.77465534210205,14.01655387878418,14.776548385620117,17.311071395874023,21.244672775268555,22.634864807128906,10.018092155456543,,7.718109607696533,7.94303560256958
2006-06-26,86.54887390136719,47.14570999145508,,,,12.840705871582031,14.093125343322754,14.93986701965332,17.464366912841797,21.166723251342773,22.696144104003906,10.047233581542969,,7.733521461486816,7.975649833679199
2006-06-27,85.80106353759766,47.269840240478516,,,,12.67752742767334,14.028336524963379,14.967545509338379,17.29463768005371,20.947038650512695,22.48505210876465,9.920951843261719,,7.6294846534729,7.945544242858887
2006-06-28,86.38268280029297,47.116153717041016,,,,12.689178466796875,14.093125343322754,15.224987030029297,17.387710571289062,20.947038650512695,22.553142547607422,9.946859359741211,,7.679575443267822,7.968120574951172
2006-06-29,88.1276626586914,47.31119918823242,,,,12.965030670166016,14.316919326782227,15.656824111938477,17.75452423095703,21.308448791503906,23.029808044433594,10.345120429992676,,7.876091957092285,8.07098388671875
2006-06-30,88.13458251953125,47.47671127319336,,,,12.972807884216309,14.24625015258789,15.709421157836914,17.70524787902832,21.42892074584961,23.02300453186035,10.393688201904297,,7.833708763122559,8.101091384887695
2006-07-03,88.49467468261719,47.45417404174805,,,,12.992229461669922,14.328696250915527,15.878283500671387,17.913291931152344,21.471431732177734,23.10470962524414,10.516731262207031,,7.891504287719727,8.191412925720215
2006-07-05,87.98919677734375,47.28205871582031,,,,12.871787071228027,14.210907936096191,15.950251579284668,17.743574142456055,21.450178146362305,22.934476852416992,10.390454292297363,,7.768205642700195,8.136214256286621
2006-07-06,88.24537658691406,47.4304084777832,,,,12.879558563232422,14.375811576843262,15.908732414245605,17.79832649230957,21.528120040893555,22.995759963989258,10.380743026733398,,7.77590799331665,8.093564987182617
2006-07-07,87.670654296875,47.578758239746094,,,,12.782427787780762,14.346364974975586,15.692813873291016,17.710725784301758,21.549375534057617,22.655292510986328,10.29979133605957,,7.6988396644592285,8.15628433227539
2006-07-10,87.83683776855469,47.6143798828125,,,,12.797967910766602,14.434699058532715,15.739873886108398,17.83116912841797,21.62732696533203,22.71657371520996,10.325695037841797,,7.61021614074707,8.201447486877441
2006-07-11,88.22460174560547,47.66778564453125,,,,12.786316871643066,14.511261940002441,16.02776336669922,17.836645126342773,21.676923751831055,22.777851104736328,10.312745094299316,,7.641041278839111,8.264166831970215
2006-07-12,87.28288269042969,47.70928955078125,,,,12.58427906036377,14.393481254577637,15.97240161895752,17.661453247070312,21.598981857299805,22.54633140563965,10.238273620605469,,7.502325534820557,8.224026679992676
2006-07-13,85.86338806152344,47.81613540649414,,,,12.35505485534668,14.275690078735352,15.820146560668945,17.382234573364258,21.37223243713379,22.10370635986328,9.95009708404541,,7.379020690917969,8.193917274475098
2006-07-14,85.53099822998047,47.85175323486328,,,,12.195757865905762,14.134346008300781,16.005615234375,17.311071395874023,21.23757553100586,21.79047966003418,9.966285705566406,,7.359755516052246,8.193917274475098
2006-07-17,85.4063491821289,47.810203552246094,,,,12.281231880187988,14.169692039489746,15.487961769104004,17.343917846679688,21.32261848449707,21.715574264526367,9.833532333374023,,7.382871627807617,8.216501235961914
2006-07-18,85.84261322021484,47.6262321472168,,,,12.207412719726562,14.23447036743164,15.507340431213379,17.382234573364258,21.32261848449707,21.817716598510742,9.87562370300293,,7.398286819458008,8.22904109954834
2006-07-19,87.03359985351562,47.928863525390625,,,,12.452184677124023,14.411144256591797,15.667895317077637,17.84211540222168,21.825756072998047,22.26032829284668,10.141132354736328,,7.5061798095703125,8.35448932647705
2006-07-20,86.4381103515625,48.029747009277344,,,,12.2889986038208,14.422920227050781,15.288664817810059,17.770944595336914,21.847002029418945,21.804094314575195,9.85943603515625,,7.398286819458008,8.37455940246582
2006-07-21,85.8287353515625,48.00009536743164,,,,12.176328659057617,14.393481254577637,15.081040382385254,17.672401428222656,21.946216583251953,21.586185455322266,9.7299165725708,,7.32122278213501,8.394625663757324
2006-07-24,87.3936767578125,48.00009536743164,,,,12.44052791595459,14.499478340148926,15.535030364990234,17.9023380279541,22.371387481689453,21.94028663635254,9.87562370300293,,7.4329657554626465,8.472404479980469
