date,SPX,QQQ,SEMIS,BOND,GOLD,OIL,USD,CASH
2015-10-30,174.25994873046875,104.83930969238281,24.167896270751953,83.87403106689453,109.30000305175781,12.850650787353516,21.09386444091797,73.39849090576172
2015-11-02,176.3216094970703,106.02342987060547,24.395263671875,83.63301849365234,108.58999633789062,12.7830171585083,21.07715606689453,73.39849090576172
2015-11-03,176.83287048339844,106.39341735839844,24.604795455932617,83.4132080078125,106.9800033569336,13.011284828186035,21.13563346862793,73.41458892822266
2015-11-04,176.29647827148438,106.40270233154297,24.76529312133789,83.32691955566406,105.97000122070312,12.791470527648926,21.311067581176758,73.39849090576172
2015-11-05,176.12049865722656,106.11590576171875,24.123315811157227,83.27201080322266,105.63999938964844,12.690018653869629,21.327775955200195,73.39849090576172
2015-11-06,176.0283203125,106.18993377685547,24.604795455932617,82.70682525634766,104.0999984741211,12.613927841186523,21.578399658203125,73.39849090576172
2015-11-09,174.3856964111328,105.06134033203125,24.40863609313965,82.56554412841797,104.4000015258789,12.504021644592285,21.53662872314453,73.41458892822266
2015-11-10,174.78797912597656,104.79304504394531,24.020776748657227,82.72250366210938,104.18000030517578,12.478658676147461,21.595104217529297,73.39849090576172
2015-11-11,174.1007537841797,104.6635513305664,24.029691696166992,82.68326568603516,103.83000183105469,12.351842880249023,21.53662872314453,73.41458892822266
2015-11-12,171.67034912109375,103.64595794677734,23.722074508666992,82.7304458618164,103.8499984741211,12.174301147460938,21.444732666015625,73.41458892822266
2015-11-13,169.7427978515625,101.61078643798828,23.476877212524414,83.04434204101562,103.55999755859375,12.081302642822266,21.51991844177246,73.39849090576172
2015-11-16,172.32408142089844,103.07243347167969,23.780031204223633,83.15420532226562,103.70999908447266,12.140484809875488,21.63687515258789,73.41458892822266
2015-11-17,172.19830322265625,103.13717651367188,24.020776748657227,83.1307373046875,102.33999633789062,11.954486846923828,21.670289993286133,73.39849090576172
2015-11-18,174.930419921875,105.11682891845703,24.14560317993164,83.0914535522461,102.43000030517578,12.005213737487793,21.670289993286133,73.39849090576172
2015-11-19,174.7795867919922,105.19084930419922,24.332849502563477,83.27201080322266,103.55999755859375,12.005213737487793,21.51991844177246,73.41458892822266
