date,NVDA,AMD,AVGO,QCOM,TXN,AMAT,LRCX,KLAC,MU,INTC,MCHP,ADI,MRVL,ON,TSM,ASML,MSFT,AAPL,AMZN,GOOGL,META,NFLX,CRM,ADBE
2014-01-16,0.37811732292175293,4.380000114440918,4.1069254875183105,52.97119140625,30.711660385131836,15.041792869567871,4.657685279846191,3.981757164001465,22.554922103881836,19.736530303955078,17.72727394104004,38.447418212890625,13.052263259887695,8.859999656677246,13.18251895904541,75.37458038330078,30.471410751342773,17.159563064575195,19.790000915527344,28.68012237548828,56.69215393066406,4.738286018371582,58.20305633544922,61.630001068115234
2014-01-17,0.37646937370300293,4.179999828338623,4.159531593322754,52.97827911376953,30.768308639526367,14.973541259765625,4.60084342956543,3.961552858352661,21.823566436767578,19.22341537475586,17.700454711914062,38.107872009277344,12.981518745422363,8.789999961853027,12.906524658203125,74.64934539794922,30.050168991088867,16.739118576049805,19.980499267578125,28.538978576660156,55.809898376464844,4.71485710144043,58.84200668334961,61.369998931884766
2014-01-21,0.37788188457489014,4.170000076293945,4.157306671142578,53.495792388916016,31.051557540893555,15.024736404418945,4.619505882263184,3.942610025405884,22.545167922973633,19.03006362915039,17.71961784362793,38.570899963378906,13.167221069335938,8.829999923706055,12.848416328430176,77.0816421508789,29.87669563293457,16.99918556213379,20.352500915527344,28.865665435791016,58.00065994262695,4.695857048034668,59.91347122192383,60.849998474121094
2014-01-22,0.3774110972881317,3.6700000762939453,4.234363555908203,53.72264862060547,31.58974838256836,15.067398071289062,4.698409557342529,4.019642353057861,23.061992645263672,18.82184410095215,17.64682960510254,38.87187957763672,13.55631160736084,8.850000381469727,13.044520378112793,80.74333190917969,29.678455352783203,17.074731826782227,20.226999282836914,28.898405075073242,57.00936508178711,4.767570972442627,60.10023498535156,61.77000045776367
2014-01-23,0.3759983777999878,3.619999885559082,4.152860641479492,53.78644943237305,31.22153091430664,14.956480026245117,4.584723472595215,4.011435508728027,23.052242279052734,18.6879825592041,17.236879348754883,38.131019592285156,13.423666954040527,8.710000038146973,12.855679512023926,78.17839813232422,29.785837173461914,17.219314575195312,19.993499755859375,28.7763671875,56.13702392578125,5.55314302444458,59.05826187133789,60.880001068115234
2014-01-24,0.3663453757762909,3.4700000286102295,4.03727912902832,52.51746368408203,30.414249420166016,14.649328231811523,4.349717140197754,3.919245958328247,22.350147247314453,18.450014114379883,16.888227462768555,37.235816955566406,13.052263259887695,8.420000076293945,12.761260986328125,77.47080993652344,30.405344009399414,16.90630340576172,19.3799991607666,27.876686096191406,53.976009368896484,5.5154290199279785,57.40683364868164,59.09000015258789
2014-01-27,0.3639909625053406,3.4100000858306885,4.03431510925293,51.89360809326172,30.194732666015625,14.265387535095215,4.323419094085693,3.8958842754364014,22.330638885498047,18.383085250854492,16.88057518005371,37.212677001953125,13.11416244506836,8.40999984741211,12.456209182739258,77.4973373413086,29.76106071472168,17.04346466064453,19.31399917602539,27.31608772277832,53.08384323120117,5.44614315032959,56.109283447265625,58.36000061035156
2014-01-28,0.3675225079059601,3.5399999618530273,4.054319381713867,51.035797119140625,30.378833770751953,14.290992736816406,4.34547758102417,3.8902008533477783,22.47691535949707,18.51694679260254,17.259862899780273,37.436466217041016,13.202590942382812,8.449999809265137,12.46347427368164,76.45365142822266,29.959299087524414,15.681222915649414,19.721500396728516,27.85634422302246,54.66000747680664,5.810999870300293,58.3603401184082,59.11000061035156
2014-01-29,0.3639909625053406,3.4800000190734863,4.006159782409668,50.41904830932617,30.236221313476562,14.27392578125,4.348020553588867,3.884516954421997,22.14536476135254,18.35333824157715,17.091283798217773,37.25124740600586,13.149532318115234,8.40999984741211,12.35452651977539,75.75493621826172,30.28144073486328,15.503205299377441,19.209999084472656,27.457229614257812,53.06401062011719,5.720285892486572,56.97431945800781,58.459999084472656
2014-01-30,0.3701123893260956,3.4800000190734863,4.078771591186523,51.93613815307617,30.443031311035156,14.316579818725586,4.348869323730469,3.894619941711426,22.86696434020996,18.397960662841797,17.378633499145508,37.729732513427734,13.291021347045898,8.550000190734863,12.44894790649414,75.38343048095703,30.446640014648438,15.47316837310791,20.15049934387207,28.16343116760254,60.54829025268555,5.781000137329102,59.93312072753906,59.38999938964844
2014-01-31,0.36964142322540283,3.430000066757202,4.0483927726745605,52.61672592163086,30.236221313476562,14.350713729858398,4.293724536895752,3.881359815597534,22.4671630859375,18.249229431152344,17.187068939208984,37.25124740600586,13.202590942382812,8.359999656677246,12.289158821105957,74.8527603149414,31.256126403808594,15.498560905456543,17.934499740600586,29.29404640197754,62.02531433105469,5.847570896148682,59.5006103515625,59.189998626708984
2014-02-03,0.36469730734825134,3.3299999237060547,3.9461448192596436,51.978675842285156,29.594417572021484,14.299519538879395,4.121500492095947,3.771491527557373,22.242876052856445,17.810470581054688,16.711986541748047,36.47181701660156,12.778125762939453,8.069999694824219,12.180214881896973,74.79084014892578,30.132755279541016,15.527356147766113,17.3075008392334,28.11481475830078,60.94480514526367,5.776856899261475,57.475643157958984,58.09000015258789
2014-02-04,0.3668162524700165,3.369999885559082,4.00171422958374,51.40445327758789,29.159423828125,14.316579818725586,4.1961588859558105,3.806853771209717,22.42815399169922,17.71379852294922,16.708160400390625,36.80364990234375,12.760440826416016,8.210000038146973,12.158424377441406,74.37513732910156,30.025379180908203,15.752120971679688,17.397499084472656,28.232141494750977,62.20375442504883,5.7987141609191895,59.923301696777344,59.720001220703125
2014-02-05,0.3635199964046478,3.309999942779541,3.9994912147521973,51.3051872253418,29.21646499633789,14.410432815551758,4.237731456756592,3.8472628593444824,22.730443954467773,17.657489776611328,16.74264144897461,36.92711639404297,12.84887409210205,8.109999656677246,11.955055236816406,75.321533203125,29.587587356567383,15.869767189025879,17.322500228881836,28.357160568237305,61.648624420166016,5.777429103851318,60.581905364990234,61.0
2014-02-06,0.36822888255119324,3.4100000858306885,4.0898847579956055,51.921966552734375,29.40187644958496,14.546942710876465,4.331054210662842,3.904092788696289,23.510560989379883,18.010337829589844,16.746469497680664,37.31298065185547,12.928459167480469,8.319999694824219,12.34000015258789,76.80746459960938,29.88494873046875,15.962270736694336,17.72949981689453,28.77289390563965,61.61888885498047,5.8272857666015625,60.65071487426758,61.34000015258789
2014-02-07,0.37364402413368225,3.4700000286102295,4.191388130187988,52.75141525268555,29.915315628051758,14.657859802246094,4.39892578125,3.929980754852295,23.90061378479004,18.17550277709961,17.02615737915039,37.79146194458008,13.17606258392334,9.039999961853027,12.46347427368164,77.44425964355469,30.198829650878906,16.185583114624023,18.054000854492188,29.206485748291016,63.76008224487305,6.142570972442627,60.503257751464844,62.880001068115234
2014-02-10,0.3748212158679962,3.630000114440918,4.172125339508057,52.94993591308594,30.207698822021484,14.71757698059082,4.37771463394165,3.9356634616851807,24.251667022705078,18.23556900024414,17.148761749267578,37.98439407348633,13.140689849853516,8.880000114440918,12.536103248596191,77.42656707763672,30.397064208984375,16.475543975830078,18.043500900268555,29.094615936279297,62.996788024902344,6.149143218994141,60.00193405151367,63.779998779296875
2014-02-11,0.3825905919075012,3.700000047683716,4.302528381347656,53.60920333862305,30.756811141967773,15.169780731201172,4.465949058532715,4.016483783721924,24.095638275146484,18.370698928833008,17.18324089050293,38.393409729003906,13.105318069458008,8.970000267028809,12.630521774291992,79.2574234008789,30.70269775390625,16.69263458251953,18.089500427246094,29.52250099182129,64.28546142578125,6.199857234954834,60.188697814941406,63.970001220703125
2014-02-12,0.3962463438510895,3.690000057220459,4.366988658905029,54.176361083984375,30.878032684326172,15.280693054199219,4.4684929847717285,4.0278520584106445,24.271163940429688,18.430763244628906,17.451431274414062,38.5014533996582,13.485568046569824,8.9399995803833,12.623261451721191,77.77153015136719,30.950496673583984,16.691383361816406,17.462499618530273,29.435932159423828,63.88895034790039,6.127571105957031,60.434452056884766,65.13999938964844
2014-02-13,0.40872451663017273,3.700000047683716,4.377360820770264,54.19054412841797,31.191801071166992,16.09975242614746,4.40401554107666,4.097801685333252,24.290664672851562,18.54337501525879,17.55104637145996,39.11883544921875,13.46788215637207,9.279999732971191,12.674101829528809,78.24913024902344,31.066139221191406,16.956432342529297,17.860000610351562,29.763607025146484,66.743896484375,6.236429214477539,62.056392669677734,67.04000091552734
2014-02-14,0.42167383432388306,3.690000057220459,4.30327033996582,54.07710647583008,31.27738380432129,16.26272201538086,4.452376365661621,4.151217937469482,24.456439971923828,18.588415145874023,17.531875610351562,39.18058395385742,13.547465324401855,9.420000076293945,12.99367618560791,78.87711334228516,31.074405670166016,16.94272232055664,17.86750030517578,29.835540771484375,66.50597381591797,6.22157096862793,61.73200607299805,68.33999633789062
2014-02-18,0.4214383363723755,3.700000047683716,4.32475471496582,53.59504699707031,31.384328842163086,16.16836929321289,4.391290187835693,4.100980758666992,24.787982940673828,18.588415145874023,17.43226432800293,39.53556823730469,13.910032272338867,9.449999809265137,12.921048164367676,79.31934356689453,31.140979766845703,17.005020141601562,17.6825008392334,30.035964965820312,66.71414947509766,6.240714073181152,62.64618682861328,68.66000366210938
2014-02-19,0.42708897590637207,3.7200000286102295,4.275113582611084,53.71556091308594,31.32729148864746,16.082603454589844,4.41080379486084,4.0952582359313965,24.787982940673828,18.393218994140625,17.337669372558594,39.797950744628906,13.945402145385742,9.460000038146973,12.899260520935059,78.01030731201172,31.21589469909668,16.73653793334961,17.368999481201172,29.824134826660156,67.467529296875,6.117570877075195,61.948265075683594,67.98999786376953
2014-02-20,0.44215720891952515,3.690000057220459,4.371434211730957,53.84316635131836,31.51983642578125,16.28845977783203,4.441344738006592,4.111154556274414,24.856246948242188,18.573396682739258,17.45350456237793,39.66675567626953,14.263747215270996,9.470000267028809,12.848416328430176,78.61175537109375,31.415616989135742,16.542818069458008,17.489999771118164,29.868038177490234,69.02386474609375,6.213571071624756,61.93843460083008,68.4800033569336
2014-02-21,0.4388609826564789,3.690000057220459,4.33809232711792,53.60212707519531,31.48417854309082,16.38280487060547,4.434557914733887,4.131505012512207,24.456439971923828,18.33316421508789,17.476669311523438,39.450679779052734,13.795073509216309,9.380000114440918,12.884730339050293,78.63831329345703,31.60702896118164,16.35906410217285,17.33799934387207,29.8601016998291,67.99292755126953,6.174714088439941,62.508575439453125,68.22000122070312
2014-02-24,0.44521790742874146,3.7100000381469727,4.413665294647217,53.47452163696289,31.69810676574707,16.357080459594727,4.464252948760986,4.155668258666992,24.1346492767334,18.490814208984375,17.48053741455078,39.32719802856445,13.635897636413574,9.420000076293945,12.848416328430176,79.01861572265625,31.365678787231445,16.43069076538086,17.589000701904297,30.076398849487305,70.16384887695312,6.385714054107666,62.82312774658203,68.7699966430664
2014-02-25,0.4432075619697571,3.690000057220459,4.371434211730957,53.105892181396484,31.712379455566406,16.31418800354004,4.459162712097168,4.1505818367004395,23.656824111938477,18.483312606811523,17.507572174072266,39.2037239074707,13.361764907836914,9.3100004196167,12.797575950622559,76.62169647216797,31.240848541259766,16.25971221923828,17.916000366210938,30.262189865112305,69.24195861816406,6.471857070922852,62.57737350463867,68.01000213623047
2014-02-26,0.4424981474876404,3.700000047683716,4.586301326751709,53.20512771606445,31.82647132873535,16.38280487060547,4.465099334716797,4.148674488067627,23.617822647094727,18.618444442749023,17.5809268951416,39.522438049316406,13.51209545135498,9.4399995803833,12.950102806091309,75.99373626708984,31.182580947875977,16.11301040649414,17.989999771118164,30.26640510559082,68.65708923339844,6.411285877227783,62.65602493286133,67.81999969482422
2014-02-27,0.43753141164779663,3.7100000381469727,4.5477728843688965,53.304386138916016,31.933439254760742,16.305614471435547,4.397228240966797,4.131505012512207,23.588573455810547,18.588415145874023,17.611825942993164,39.67015075683594,13.547465324401855,9.300000190734863,13.080839157104492,76.08216857910156,31.50714683532715,16.434425354003906,18.006500244140625,30.242591857910156,68.33987426757812,6.4604291915893555,65.09384155273438,69.91999816894531
2014-02-28,0.4346933960914612,3.7100000381469727,4.571483135223389,53.37528610229492,32.06180191040039,16.26272201538086,4.3887457847595215,4.142951488494873,23.588573455810547,18.588415145874023,17.588661193847656,39.506893157958984,13.520936965942383,9.34000015258789,13.12441349029541,76.18831634521484,31.88165283203125,16.389894485473633,18.104999542236328,30.154287338256836,67.86404418945312,6.366143226623535,61.30931091308594,68.62999725341797
2014-03-03,0.43256494402885437,3.6700000762939453,4.574445724487305,52.442222595214844,31.790807723999023,16.048290252685547,4.336991310119629,4.090169429779053,23.87135887145996,18.393218994140625,17.356971740722656,39.320335388183594,13.644740104675293,9.350000381469727,13.095361709594727,76.06448364257812,31.440576553344727,16.437240600585938,17.98900032043457,29.832815170288086,66.82318878173828,6.365571022033691,60.44428634643555,67.86000061035156
2014-03-04,0.4370585083961487,3.700000047683716,4.693735122680664,54.208587646484375,32.27573013305664,16.159799575805664,4.323419094085693,4.147400379180908,24.485694885253906,18.475799560546875,17.88212013244629,39.80231857299805,13.856973648071289,9.600000381469727,13.102622985839844,79.05402374267578,31.964847564697266,16.545621871948242,18.19499969482422,30.13593101501465,68.2010726928711,6.499713897705078,61.99740982055664,68.5999984741211
2014-03-05,0.44084256887435913,3.7100000381469727,4.6737284660339355,54.60746383666992,32.218692779541016,16.442855834960938,4.414196968078613,4.162663459777832,24.21265983581543,18.393218994140625,17.97480010986328,39.83340072631836,13.910032272338867,9.640000343322754,13.35683536529541,79.4874038696289,31.715211868286133,16.580503463745117,18.618499755859375,30.219024658203125,70.94697570800781,6.478570938110352,62.59703826904297,68.9000015258789
2014-03-06,0.4346933960914612,3.7300000190734863,4.715219974517822,54.84251022338867,32.575252532958984,16.622970581054688,4.526184558868408,4.2052693367004395,24.154151916503906,18.490814208984375,18.013412475585938,40.08994674682617,14.033831596374512,9.699999809265137,13.705460548400879,80.95560455322266,31.748489379882812,16.530359268188477,18.607999801635742,30.25251579284668,70.22332000732422,6.435856819152832,62.06622314453125,68.91999816894531
2014-03-07,0.43422043323516846,3.950000047683716,4.649280548095703,54.692928314208984,32.69647216796875,16.845991134643555,4.526184558868408,4.2510552406311035,23.812850952148438,18.49832534790039,17.98638153076172,40.29206848144531,14.033831596374512,9.680000305175781,13.632829666137695,80.60181427001953,31.54044532775879,16.520706176757812,18.60300064086914,30.132951736450195,69.19239807128906,6.405285835266113,59.70703887939453,68.5199966430664
2014-03-10,0.4278348386287689,3.809999942779541,4.652984619140625,54.89236068725586,32.71074676513672,16.622970581054688,4.503279209136963,4.205905914306641,24.232158660888672,18.648473739624023,17.9593563079834,40.268760681152344,13.786229133605957,9.529999732971191,13.770829200744629,80.20381927490234,31.473859786987305,16.53565216064453,18.526500701904297,30.053083419799805,71.40296173095703,6.284999847412109,58.763362884521484,68.04000091552734
2014-03-11,0.43209201097488403,3.8499999046325684,4.595191955566406,54.63595199584961,32.56812286376953,16.40854263305664,4.491401195526123,4.220530986785889,24.0566349029541,18.565898895263672,17.839643478393555,40.05107116699219,14.070296287536621,9.399999618530273,13.632829666137695,79.86771392822266,31.640295028686523,16.696678161621094,18.44099998474121,29.765838623046875,69.48976135253906,6.249713897705078,59.98227310180664,67.47000122070312
2014-03-12,0.43327438831329346,3.9100000858306885,4.68113899230957,54.82111740112305,33.11008071899414,16.734479904174805,4.5516357421875,4.300656795501709,24.2224063873291,18.588415145874023,17.924598693847656,40.21432113647461,14.105806350708008,9.40999984741211,14.112195014953613,80.43377685546875,31.848352432250977,16.712873458862305,18.531999588012695,29.947166442871094,70.26296997070312,6.236856937408447,60.47377395629883,68.05999755859375
2014-03-13,0.41955724358558655,3.859999895095825,4.644094467163086,53.866703033447266,32.08320236206055,16.194108963012695,4.490550518035889,4.244696140289307,23.510560989379883,18.445770263671875,17.824203491210938,39.219268798828125,13.963773727416992,9.199999809265137,13.99598503112793,79.45201873779297,31.532119750976562,16.527246475219727,18.57550048828125,29.494718551635742,68.23082733154297,6.14371395111084,58.05561065673828,67.08000183105469
2014-03-14,0.4214492440223694,3.8499999046325684,4.644094467163086,53.23282241821289,31.598276138305664,16.056867599487305,4.462555408477783,4.252963066101074,23.364288330078125,18.393218994140625,17.78945541381836,38.93940353393555,14.034790992736816,9.180000305175781,13.727252006530762,79.14244842529297,31.374004364013672,16.341625213623047,18.687000274658203,29.091392517089844,67.1304931640625,6.064143180847168,57.1709098815918,67.19000244140625
2014-03-17,0.4214492440223694,3.799999952316284,4.698179244995117,54.85672378540039,32.28287124633789,16.279882431030273,4.519397258758545,4.3101959228515625,23.335033416748047,18.54337501525879,18.02884864807129,39.39805221557617,13.91050910949707,9.260000228881836,13.879777908325195,80.15959930419922,31.66526985168457,16.40546989440918,18.75200080871582,29.570127487182617,68.14160919189453,6.0388569831848145,57.328189849853516,68.16999816894531
2014-03-18,0.43138250708580017,3.890000104904175,4.748776912689209,55.162994384765625,32.375579833984375,16.614395141601562,4.65174674987793,4.359161853790283,23.8811092376709,18.633460998535156,18.299156188964844,39.9888801574707,14.052543640136719,9.449999809265137,13.930619239807129,81.1236572265625,32.91355895996094,16.550600051879883,18.938499450683594,30.045391082763672,68.58769226074219,6.003571033477783,58.61591339111328,68.5199966430664
2014-03-19,0.4389505088329315,3.9800000190734863,4.792678356170654,54.70714569091797,32.461158752441406,16.70016860961914,4.622901439666748,4.362338066101074,23.383787155151367,18.783605575561523,18.252809524536133,40.11325454711914,14.141313552856445,9.529999732971191,13.712723731994629,80.47798919677734,32.680545806884766,16.546249389648438,18.661500930786133,29.74748420715332,67.6459732055664,6.001286029815674,57.43632125854492,67.62999725341797
2014-03-20,0.43918702006340027,4.050000190734863,4.859645843505859,55.62594985961914,33.48091125488281,17.3177433013916,4.787490367889404,4.447551727294922,23.41304588317871,19.091413497924805,18.569454193115234,41.38041687011719,14.36324405670166,9.449999809265137,13.690936088562012,81.79585266113281,33.56269836425781,16.466506958007812,18.44849967956543,29.695642471313477,66.38702392578125,6.060999870300293,58.11458969116211,68.48999786376953
2014-03-21,0.43847739696502686,4.039999961853027,4.754729270935059,55.69004821777344,33.623531341552734,17.30059051513672,4.782399654388428,4.452639102935791,23.07174301147461,18.89621925354004,18.322322845458984,41.388179779052734,14.37212085723877,9.359999656677246,13.458517074584961,81.71625518798828,33.42121887207031,16.59638786315918,18.0310001373291,29.34539222717285,66.65465545654297,5.799857139587402,56.06013107299805,67.13999938964844
2014-03-24,0.4363490045070648,4.050000190734863,4.699667453765869,55.36954879760742,33.209922790527344,17.24054527282715,4.784945011138916,4.42465877532959,22.896223068237305,18.85869026184082,18.357074737548828,41.675811767578125,14.114686012268066,9.390000343322754,13.538409233093262,80.58412170410156,33.704158782958984,16.793228149414062,17.592500686645508,28.7225399017334,63.5420036315918,5.4128570556640625,55.40153121948242,65.23999786376953
2014-03-25,0.4363490045070648,4.050000190734863,4.762172222137451,55.95358657836914,33.29550552368164,17.463565826416016,4.801065444946289,4.439286231994629,22.944976806640625,19.113933563232422,18.403411865234375,41.42704772949219,13.990403175354004,9.270000457763672,13.887040138244629,81.3536376953125,33.571006774902344,16.9738712310791,17.73550033569336,28.742137908935547,64.32511901855469,5.2977142333984375,55.68659973144531,65.80999755859375
2014-03-26,0.42641571164131165,4.050000190734863,4.673623561859131,55.7755126953125,33.08155822753906,17.034690856933594,4.678895950317383,4.387139797210693,22.26238250732422,19.053878784179688,18.20648193359375,41.00725555419922,13.582052230834961,9.149999618530273,13.865252494812012,81.61898803710938,33.1132926940918,16.81160545349121,17.170499801635742,28.078598022460938,59.864295959472656,5.318285942077637,54.27108383178711,63.900001525878906
2014-03-27,0.4207397699356079,3.9100000858306885,4.671391010284424,56.30258560180664,32.8604850769043,16.888872146606445,4.620356559753418,4.3559794425964355,21.68705177307129,19.001325607299805,17.936182022094727,40.87510299682617,13.590933799743652,9.109999656677246,14.104931831359863,81.34477996826172,32.75545120239258,16.739343643188477,16.923500061035156,27.639799118041992,60.43925094604492,5.202570915222168,55.01816177368164,64.52999877929688
2014-03-28,0.42334139347076416,3.880000114440918,4.770355224609375,56.46638870239258,33.25984573364258,17.309165954589844,4.622901439666748,4.371877670288086,21.365257263183594,19.234054565429688,18.117673873901367,41.07722854614258,13.697458267211914,9.1899995803833,14.264723777770996,81.22095489501953,33.537715911865234,16.720657348632812,16.914499282836914,27.785404205322266,59.48760223388672,5.12671422958374,54.801902770996094,64.87999725341797
2014-03-31,0.4235776960849762,4.010000228881836,4.792678356170654,56.16727066040039,33.63065719604492,17.515024185180664,4.666170120239258,4.396679401397705,23.07174301147461,19.37669563293457,18.442028045654297,41.31044006347656,13.981526374816895,9.399999618530273,14.540719985961914,82.5741958618164,34.111942291259766,16.7169246673584,16.818500518798828,27.6455020904541,59.71559524536133,5.0289998054504395,56.119110107421875,65.73999786376953
2014-04-01,0.4410790205001831,4.070000171661377,4.840299129486084,57.05042266845703,33.894508361816406,17.686573028564453,4.718769550323486,4.452639102935791,23.832353591918945,19.511831283569336,18.476781845092773,42.04119873046875,14.380999565124512,9.449999809265137,14.7586088180542,82.75992584228516,34.46977996826172,16.869844436645508,17.149499893188477,28.151025772094727,62.07488250732422,5.209856986999512,57.80002975463867,65.93000030517578
2014-04-02,0.43824103474617004,4.059999942779541,4.8097920417785645,57.07891845703125,33.95869445800781,17.832387924194336,4.833303928375244,4.507962703704834,23.74458885192871,19.436758041381836,18.638952255249023,42.02564239501953,14.407631874084473,9.5,14.555251121520996,82.4415054321289,34.41153335571289,16.897869110107422,17.097999572753906,28.15624237060547,62.174015045166016,5.184000015258789,57.16108703613281,65.4800033569336
2014-04-03,0.4429711401462555,4.0,4.756962776184082,57.37094497680664,34.00861740112305,17.875276565551758,4.893538951873779,4.5289483070373535,23.403291702270508,19.82714080810547,18.75480079650879,41.96344757080078,14.096929550170898,9.75,14.482616424560547,81.52168273925781,34.12858200073242,16.78076934814453,16.680999755859375,28.3238468170166,58.97213363647461,5.066999912261963,54.79207229614258,62.45000076293945
2014-04-04,0.4292539358139038,4.010000228881836,4.5984721183776855,55.932220458984375,33.0459098815918,17.36920738220215,4.7510085105896,4.413212776184082,22.018600463867188,19.63945960998535,18.218063354492188,41.13943099975586,14.150191307067871,9.510000228881836,14.359138488769531,80.3276596069336,33.17987060546875,16.56368637084961,16.149999618530273,27.02288246154785,56.2559814453125,4.818714141845703,53.48468780517578,61.31999969482422
2014-04-07,0.430672824382782,3.880000114440918,4.491323947906494,55.6117057800293,32.981727600097656,17.180513381958008,4.65174674987793,4.375694751739502,21.170228958129883,19.8872013092041,18.113811492919922,41.29490280151367,14.034790992736816,9.579999923706055,14.337352752685547,79.57584381103516,33.12162780761719,16.303617477416992,15.887999534606934,26.793912887573242,56.45424270629883,4.82857084274292,53.05217742919922,60.470001220703125
2014-04-08,0.4460456371307373,3.990000009536743,4.477183818817139,56.18862533569336,33.35254669189453,17.026113510131836,4.624598503112793,4.326092720031738,21.657793045043945,20.2025146484375,18.37638282775879,41.947914123535156,14.221211433410645,9.890000343322754,14.511664390563965,79.21319580078125,33.13827133178711,16.30268669128418,16.353500366210938,27.6304931640625,57.683441162109375,4.984142780303955,54.27108383178711,61.81999969482422
2014-04-09,0.4455726742744446,3.9800000190734863,4.648324966430664,56.92936325073242,33.68771743774414,17.146196365356445,4.7510085105896,4.379509449005127,22.038101196289062,20.255062103271484,18.65440559387207,42.21221160888672,14.150191307067871,10.0,14.63514232635498,81.72509765625,33.6791877746582,16.516965866088867,16.590499877929688,28.10280418395996,61.86671447753906,5.043285846710205,55.98149871826172,63.459999084472656
