date,SPX,BOND,GOLD,OIL,USD,CASH
2008-09-04,89.224609375,58.962730407714844,78.38999938964844,30.004850387573242,20.197879791259766,73.36748504638672
2008-09-05,89.50518035888672,58.83205032348633,78.9800033569336,29.705217361450195,20.272563934326172,73.38348388671875
2008-09-08,91.35397338867188,58.83860778808594,78.86000061035156,29.63863182067871,20.38043785095215,73.38348388671875
2008-09-09,88.64192962646484,59.10646057128906,76.48999786376953,28.55662727355957,20.38874053955078,73.36748504638672
2008-09-10,89.00157928466797,58.956214904785156,74.22000122070312,28.598243713378906,20.521509170532227,73.39949798583984
2008-09-11,90.289306640625,58.85165786743164,73.08000183105469,28.356870651245117,20.57959747314453,73.38348388671875
2008-09-12,90.70652770996094,58.557640075683594,75.55000305175781,28.548303604125977,20.1895809173584,73.41548156738281
2008-09-15,86.39025115966797,59.68149185180664,77.55999755859375,27.424684524536133,20.007020950317383,73.49545288085938
2008-09-16,87.83619689941406,59.511627197265625,76.79000091552734,26.86703109741211,20.29745864868164,73.5274658203125
2008-09-17,83.88679504394531,60.0473518371582,85.45999908447266,27.674379348754883,19.857654571533203,73.84730529785156
2008-09-18,86.3758544921875,59.34165954589844,82.80000305175781,27.724319458007812,19.94063377380371,73.63939666748047
2008-09-19,89.80618286132812,58.28315353393555,85.9800033569336,28.639856338500977,19.782968521118164,73.38348388671875
2008-09-22,87.77302551269531,58.159080505371094,89.18000030517578,29.630311965942383,19.33486557006836,73.41548156738281
2008-09-23,85.77603149414062,58.159080505371094,88.31999969482422,29.339000701904297,19.459339141845703,73.6553726196289
2008-09-24,86.05098724365234,58.309364318847656,86.70999908447266,29.097631454467773,19.650197982788086,73.43147277832031
2008-09-25,87.39678955078125,58.13292694091797,86.44999694824219,29.60533905029297,19.617000579833984,73.5114517211914
2008-09-26,87.44019317626953,58.09374237060547,86.63999938964844,29.255773544311523,19.617000579833984,73.63939666748047
2008-09-29,80.58824157714844,58.903968811035156,89.56999969482422,27.441329956054688,19.766372680664062,73.95932006835938
2008-09-30,83.92375183105469,58.12636947631836,85.06999969482422,28.207054138183594,20.28086280822754,73.6874008178711
2008-10-01,83.97440338134766,58.536163330078125,85.97000122070312,27.549531936645508,20.363845825195312,73.67619323730469
2008-10-02,80.92827606201172,58.863983154296875,82.33000183105469,26.026397705078125,20.645980834960938,73.6441421508789
2008-10-03,79.83573150634766,59.08688735961914,82.58999633789062,25.418813705444336,20.562997817993164,73.6441421508789
2008-10-06,75.76944732666016,59.565555572509766,84.27999877929688,24.33680534362793,20.811948776245117,73.62814331054688
2008-10-07,72.37602233886719,59.519630432128906,87.2699966430664,24.63644027709961,20.662578582763672,73.61210632324219
2008-10-08,70.55269622802734,58.75907516479492,89.41999816894531,24.994333267211914,20.596195220947266,73.54805755615234
2008-10-09,65.6253433227539,58.16902160644531,89.9000015258789,23.82909393310547,20.704071044921875,73.66016387939453
2008-10-10,64.03356170654297,57.487098693847656,83.22000122070312,22.77206039428711,20.737260818481445,73.72427368164062
2008-10-13,73.33108520507812,57.093719482421875,81.98999786376953,24.037174224853516,20.720664978027344,73.43596649169922
2008-10-14,72.24575805664062,56.82492446899414,82.19999694824219,23.596050262451172,20.712369918823242,73.5640640258789
2008-10-15,65.13334655761719,57.29045104980469,83.30999755859375,22.522363662719727,20.953018188476562,73.58013153076172
2008-10-16,67.84664916992188,57.30352020263672,79.29000091552734,22.097885131835938,21.06089210510254,73.54805755615234
2008-10-17,67.44144439697266,57.66414260864258,77.20999908447266,22.347579956054688,21.094087600708008,73.38786315917969
2008-10-20,71.49332427978516,57.72320556640625,78.5,22.797025680541992,21.260055541992188,73.5640640258789
2008-10-21,69.35885620117188,58.33293151855469,76.02999877929688,21.98136329650879,21.608577728271484,73.5640640258789
2008-10-22,65.58197784423828,58.778751373291016,71.70999908447266,20.940969467163086,21.865821838378906,73.46794891357422
2008-10-23,66.3416748046875,58.857425689697266,70.6500015258789,21.02420425415039,21.74134635925293,73.5640640258789
2008-10-24,62.97719955444336,58.60824966430664,72.20999908447266,20.18356704711914,22.305625915527344,73.48395538330078
2008-10-27,60.741432189941406,58.575504302978516,72.18000030517578,20.03375244140625,22.305625915527344,73.59610748291016
2008-10-28,67.83940124511719,58.10340118408203,73.79000091552734,20.583078384399414,22.048383712768555,73.58013153076172
2008-10-29,67.34740447998047,58.18867874145508,74.0,21.79825210571289,21.691558837890625,73.50003051757812
2008-10-30,69.67721557617188,57.74283218383789,72.70999908447266,20.899356842041016,21.666664123535156,73.59610748291016
2008-10-31,70.0606918334961,57.624794006347656,71.33999633789062,21.132404327392578,21.99029541015625,73.51599884033203
2008-11-03,70.2632827758789,57.71689224243164,71.0999984741211,20.899356842041016,22.09817123413086,73.49514770507812
2008-11-04,72.65099334716797,58.40785598754883,75.4800033569336,21.84819221496582,21.63347053527832,73.52718353271484
2008-11-05,69.59762573242188,58.717132568359375,72.80000305175781,21.2822208404541,21.708154678344727,73.55929565429688
2008-11-06,65.74113464355469,58.53950881958008,72.22000122070312,20.350032806396484,22.01519012451172,73.67150115966797
2008-11-07,67.9117431640625,58.32893371582031,72.5,20.375001907348633,21.965396881103516,73.67150115966797
2008-11-10,67.02181243896484,58.388126373291016,73.58000183105469,20.508167266845703,21.98200035095215,73.65548706054688
2008-11-11,64.95246124267578,58.60527038574219,72.05000305175781,20.116985321044922,22.32222557067871,73.65548706054688
2008-11-12,62.09447479248047,58.96721649169922,70.0,19.526039123535156,22.372013092041016,73.67150115966797
2008-11-13,65.96543884277344,58.53950881958008,72.1500015258789,19.89225959777832,22.01519012451172,73.67150115966797
2008-11-14,62.67333984375,59.11855697631836,73.30000305175781,19.767412185668945,22.197750091552734,73.67150115966797
2008-11-17,61.84123611450195,59.368682861328125,72.6500015258789,19.317962646484375,22.181154251098633,73.7036361694336
2008-11-18,63.006187438964844,59.82923889160156,72.51000213623047,19.026657104492188,22.247539520263672,73.62342071533203
2008-11-19,58.968772888183594,60.47413635253906,72.26000213623047,18.810253143310547,22.32222557067871,73.60740661621094
2008-11-20,54.59135818481445,61.6915397644043,73.44999694824219,17.853097915649414,22.471595764160156,73.65548706054688
2008-11-21,57.5361213684082,61.12558364868164,78.8499984741211,18.161046981811523,22.36371612548828,73.63943481445312
2008-11-24,61.52288818359375,60.55305480957031,80.91000366210938,19.409517288208008,21.8160343170166,73.65548706054688
2008-11-25,61.97871398925781,61.592811584472656,80.87000274658203,18.76031494140625,21.55879020690918,73.67150115966797
2008-11-26,64.37361145019531,61.96788787841797,80.37999725341797,19.359580993652344,21.799436569213867,73.7036361694336
2008-11-28,65.18402862548828,62.092891693115234,80.30999755859375,18.518945693969727,22.03178596496582,73.47914123535156
2008-12-01,59.41012954711914,62.93337631225586,75.6500015258789,17.94464874267578,22.156261444091797,73.6812515258789
2008-12-02,61.69649887084961,63.26350784301758,76.94999694824219,17.952970504760742,22.03178596496582,73.7454605102539
2008-12-03,63.179786682128906,63.362525939941406,76.18000030517578,17.744892120361328,22.064977645874023,73.63314819335938
2008-12-04,61.7182502746582,63.75871276855469,75.5,16.81270408630371,22.006893157958984,73.60105895996094
2008-12-05,63.621158599853516,63.08523178100586,74.5199966430664,16.396547317504883,22.09817123413086,73.60105895996094
2008-12-08,65.84243774414062,62.84757995605469,76.19999694824219,17.153953552246094,21.72475242614746,73.61708068847656
2008-12-09,64.75711059570312,63.38235855102539,76.33000183105469,16.7794132232666,21.782840728759766,73.58502197265625
2008-12-10,65.19845581054688,63.322940826416016,79.75,17.287124633789062,21.658369064331055,73.63314819335938
2008-12-11,63.628379821777344,63.70587158203125,80.6500015258789,17.836448669433594,21.17707061767578,73.55299377441406
2008-12-12,64.38809967041016,63.88412094116211,80.80999755859375,18.227636337280273,21.12727928161621,73.58502197265625
2008-12-15,63.49090576171875,64.02274322509766,82.5999984741211,17.711917877197266,20.75970458984375,73.56893157958984
2008-12-16,66.47915649414062,65.03959655761719,84.45999908447266,17.96554946899414,20.258464813232422,73.61708068847656
2008-12-17,65.83519744873047,65.48190307617188,85.43000030517578,17.72037124633789,20.016197204589844,73.56893157958984
2008-12-18,64.60517883300781,65.92424011230469,83.87000274658203,17.449831008911133,20.358713150024414,73.52083587646484
2008-12-19,64.32727813720703,65.70641326904297,82.62999725341797,17.331470489501953,20.66781234741211,73.56893157958984
2008-12-22,63.503013610839844,65.53469848632812,83.45999908447266,16.84111785888672,20.659456253051758,73.66521453857422
2008-12-23,62.8465576171875,65.50171661376953,82.62999725341797,16.908750534057617,20.64274787902832,73.58502197265625
2008-12-24,63.21123504638672,65.4356689453125,83.45999908447266,16.64666748046875,20.634397506713867,73.66521453857422
2008-12-26,63.57598876953125,65.78556060791016,85.5999984741211,16.908750534057617,20.525794982910156,73.66521453857422
2008-12-29,63.39358901977539,65.93075561523438,86.3499984741211,17.094745635986328,20.62604331970215,73.4051742553711
2008-12-30,64.89619445800781,66.02346801757812,85.9000015258789,17.196199417114258,20.53414535522461,73.66200256347656
